,_id,fecha_de_negociacion,producto_de_mibgas,precios_de_los_productos_mibgas
6476,6477,2022-03-28,Producto mensual M+1,100.03
6479,6480,2022-03-29,Producto mensual M+1,107.48
6483,6484,2022-03-30,Producto mensual M+1,115.85
6486,6487,2022-03-31,Producto mensual M+1,113.77
6490,6491,2022-04-01,Producto mensual M+1,118.12
6497,6498,2022-04-04,Producto mensual M+1,103.76
6500,6501,2022-04-05,Producto mensual M+1,103.64
6504,6505,2022-04-06,Producto mensual M+1,102.67
6507,6508,2022-04-07,Producto mensual M+1,99.02
6511,6512,2022-04-08,Producto mensual M+1,99.84
6518,6519,2022-04-11,Producto mensual M+1,93.97
6521,6522,2022-04-12,Producto mensual M+1,93.26
6524,6525,2022-04-13,Producto mensual M+1,92.82
6528,6529,2022-04-14,Producto mensual M+1,85.88
6539,6540,2022-04-19,Producto mensual M+1,79.61
6543,6544,2022-04-20,Producto mensual M+1,82.24
6546,6547,2022-04-21,Producto mensual M+1,84.3
6551,6552,2022-04-22,Producto mensual M+1,83.63
6558,6559,2022-04-25,Producto mensual M+1,85.12
6561,6562,2022-04-26,Producto mensual M+1,78.36
6564,6565,2022-04-27,Producto mensual M+1,87.12
6567,6568,2022-04-28,Producto mensual M+1,80.23
6570,6571,2022-04-29,Producto mensual M+1,77.03
6578,6579,2022-05-02,Producto mensual M+1,84.87
6581,6582,2022-05-03,Producto mensual M+1,80.7
6584,6585,2022-05-04,Producto mensual M+1,83.09
6587,6588,2022-05-05,Producto mensual M+1,84.03
6590,6591,2022-05-06,Producto mensual M+1,81.52
6597,6598,2022-05-09,Producto mensual M+1,75.39
6600,6601,2022-05-10,Producto mensual M+1,70.13
6603,6604,2022-05-11,Producto mensual M+1,70.51
6606,6607,2022-05-12,Producto mensual M+1,79.3
6609,6610,2022-05-13,Producto mensual M+1,77.14
6616,6617,2022-05-16,Producto mensual M+1,71.94
6619,6620,2022-05-17,Producto mensual M+1,71.27
6622,6623,2022-05-18,Producto mensual M+1,75.3
6625,6626,2022-05-19,Producto mensual M+1,73.37
6628,6629,2022-05-20,Producto mensual M+1,73.08
6635,6636,2022-05-23,Producto mensual M+1,73.17
6638,6639,2022-05-24,Producto mensual M+1,75.0
6641,6642,2022-05-25,Producto mensual M+1,74.85
6644,6645,2022-05-26,Producto mensual M+1,75.39
6648,6649,2022-05-27,Producto mensual M+1,72.15
6657,6658,2022-05-30,Producto mensual M+1,79.43
6661,6662,2022-05-31,Producto mensual M+1,80.48
6665,6666,2022-06-01,Producto mensual M+1,76.36
6669,6670,2022-06-02,Producto mensual M+1,73.87
6672,6673,2022-06-03,Producto mensual M+1,74.69
6679,6680,2022-06-06,Producto mensual M+1,73.9
6682,6683,2022-06-07,Producto mensual M+1,70.06
6685,6686,2022-06-08,Producto mensual M+1,70.12
6689,6690,2022-06-09,Producto mensual M+1,78.47
6693,6694,2022-06-10,Producto mensual M+1,78.39
6700,6701,2022-06-13,Producto mensual M+1,79.52
6703,6704,2022-06-14,Producto mensual M+1,82.49
6707,6708,2022-06-15,Producto mensual M+1,95.76
6711,6712,2022-06-16,Producto mensual M+1,121.59
6715,6716,2022-06-17,Producto mensual M+1,113.0
6722,6723,2022-06-20,Producto mensual M+1,116.19
6726,6727,2022-06-21,Producto mensual M+1,116.14
6732,6733,2022-06-22,Producto mensual M+1,118.46
6737,6738,2022-06-23,Producto mensual M+1,122.71
6741,6742,2022-06-24,Producto mensual M+1,116.83
6749,6750,2022-06-27,Producto mensual M+1,119.34
6752,6753,2022-06-28,Producto mensual M+1,115.26
6755,6756,2022-06-29,Producto mensual M+1,120.34
6759,6760,2022-06-30,Producto mensual M+1,125.16
6763,6764,2022-07-01,Producto mensual M+1,125.93
6770,6771,2022-07-04,Producto mensual M+1,139.07
6774,6775,2022-07-05,Producto mensual M+1,145.0
6777,6778,2022-07-06,Producto mensual M+1,141.03
6780,6781,2022-07-07,Producto mensual M+1,154.47
6783,6784,2022-07-08,Producto mensual M+1,144.33
6791,6792,2022-07-11,Producto mensual M+1,141.82
6794,6795,2022-07-12,Producto mensual M+1,141.2
6797,6798,2022-07-13,Producto mensual M+1,145.91
6800,6801,2022-07-14,Producto mensual M+1,141.09
6804,6805,2022-07-15,Producto mensual M+1,121.13
6811,6812,2022-07-18,Producto mensual M+1,108.33
6815,6816,2022-07-19,Producto mensual M+1,115.58
6818,6819,2022-07-20,Producto mensual M+1,116.65
6821,6822,2022-07-21,Producto mensual M+1,124.04
6825,6826,2022-07-22,Producto mensual M+1,130.12
6833,6834,2022-07-25,Producto mensual M+1,132.66
6836,6837,2022-07-26,Producto mensual M+1,140.84
6839,6840,2022-07-27,Producto mensual M+1,145.73
6843,6844,2022-07-28,Producto mensual M+1,143.05
6847,6848,2022-07-29,Producto mensual M+1,128.98
6854,6855,2022-08-01,Producto mensual M+1,137.0
6857,6858,2022-08-02,Producto mensual M+1,144.96
6860,6861,2022-08-03,Producto mensual M+1,144.79
6863,6864,2022-08-04,Producto mensual M+1,138.96
6866,6867,2022-08-05,Producto mensual M+1,139.96
6873,6874,2022-08-08,Producto mensual M+1,139.99
6876,6877,2022-08-09,Producto mensual M+1,138.44
6879,6880,2022-08-10,Producto mensual M+1,141.57
6882,6883,2022-08-11,Producto mensual M+1,151.09
6885,6886,2022-08-12,Producto mensual M+1,145.38
6892,6893,2022-08-15,Producto mensual M+1,149.0
6895,6896,2022-08-16,Producto mensual M+1,162.57
6898,6899,2022-08-17,Producto mensual M+1,166.84
6901,6902,2022-08-18,Producto mensual M+1,166.49
6905,6906,2022-08-19,Producto mensual M+1,179.34
6914,6915,2022-08-22,Producto mensual M+1,216.01
6917,6918,2022-08-23,Producto mensual M+1,195.0
6920,6921,2022-08-24,Producto mensual M+1,208.9
6923,6924,2022-08-25,Producto mensual M+1,237.91
6926,6927,2022-08-26,Producto mensual M+1,228.49
6933,6934,2022-08-29,Producto mensual M+1,233.12
6936,6937,2022-08-30,Producto mensual M+1,208.96
6939,6940,2022-08-31,Producto mensual M+1,181.35
6942,6943,2022-09-01,Producto mensual M+1,172.5
6945,6946,2022-09-02,Producto mensual M+1,124.35
6952,6953,2022-09-05,Producto mensual M+1,145.0
6955,6956,2022-09-06,Producto mensual M+1,128.75
6958,6959,2022-09-07,Producto mensual M+1,129.7
6961,6962,2022-09-08,Producto mensual M+1,122.47
6965,6966,2022-09-09,Producto mensual M+1,131.43
6972,6973,2022-09-12,Producto mensual M+1,138.51
6975,6976,2022-09-13,Producto mensual M+1,146.96
6978,6979,2022-09-14,Producto mensual M+1,168.5
6981,6982,2022-09-15,Producto mensual M+1,161.65
6985,6986,2022-09-16,Producto mensual M+1,126.09
6992,6993,2022-09-19,Producto mensual M+1,220.0
6995,6996,2022-09-20,Producto mensual M+1,124.1
6998,6999,2022-09-21,Producto mensual M+1,130.96
7001,7002,2022-09-22,Producto mensual M+1,117.38
7004,7005,2022-09-23,Producto mensual M+1,116.45
7011,7012,2022-09-26,Producto mensual M+1,100.0
7015,7016,2022-09-27,Producto mensual M+1,114.02
7019,7020,2022-09-28,Producto mensual M+1,98.89
7023,7024,2022-09-29,Producto mensual M+1,90.72
7028,7029,2022-09-30,Producto mensual M+1,80.64
7035,7036,2022-10-03,Producto mensual M+1,99.14
7038,7039,2022-10-04,Producto mensual M+1,105.73
7041,7042,2022-10-05,Producto mensual M+1,106.62
7044,7045,2022-10-06,Producto mensual M+1,106.0
7047,7048,2022-10-07,Producto mensual M+1,90.0
7054,7055,2022-10-10,Producto mensual M+1,90.0
7057,7058,2022-10-11,Producto mensual M+1,93.57
7062,7063,2022-10-13,Producto mensual M+1,102.38
7065,7066,2022-10-14,Producto mensual M+1,92.72
7073,7074,2022-10-17,Producto mensual M+1,70.84
7076,7077,2022-10-18,Producto mensual M+1,60.0
7080,7081,2022-10-19,Producto mensual M+1,67.67
7084,7085,2022-10-20,Producto mensual M+1,73.95
7088,7089,2022-10-21,Producto mensual M+1,62.26
7095,7096,2022-10-24,Producto mensual M+1,53.38
7098,7099,2022-10-25,Producto mensual M+1,57.0
7101,7102,2022-10-26,Producto mensual M+1,63.42
7105,7106,2022-10-27,Producto mensual M+1,77.67
7108,7109,2022-10-28,Producto mensual M+1,85.25
7116,7117,2022-10-31,Producto mensual M+1,71.08
7121,7122,2022-11-02,Producto mensual M+1,100.72
7124,7125,2022-11-03,Producto mensual M+1,109.73
7127,7128,2022-11-04,Producto mensual M+1,98.86
7134,7135,2022-11-07,Producto mensual M+1,90.69
7137,7138,2022-11-08,Producto mensual M+1,88.67
7143,7144,2022-11-09,Producto mensual M+1,88.35
7147,7148,2022-11-10,Producto mensual M+1,83.73
7151,7152,2022-11-11,Producto mensual M+1,71.39
7160,7161,2022-11-14,Producto mensual M+1,72.45
7166,7167,2022-11-15,Producto mensual M+1,76.32
7171,7172,2022-11-16,Producto mensual M+1,71.66
7176,7177,2022-11-17,Producto mensual M+1,70.14
7182,7183,2022-11-18,Producto mensual M+1,73.2
7192,7193,2022-11-21,Producto mensual M+1,73.91
7197,7198,2022-11-22,Producto mensual M+1,74.58
7202,7203,2022-11-23,Producto mensual M+1,82.38
7207,7208,2022-11-24,Producto mensual M+1,90.62
7213,7214,2022-11-25,Producto mensual M+1,90.7
7221,7222,2022-11-28,Producto mensual M+1,92.26
7227,7228,2022-11-29,Producto mensual M+1,100.86
7231,7232,2022-11-30,Producto mensual M+1,122.37
